"","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult"
"can8ov4xq",3,2,2,4,1,0,0,1,1,0,0,0,0,1,1,6,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"5j8sbdv7n",2,1,0,2,0,4,3,6,1,1,0,0,9,2,1,6,0,1,0,0,0,0,1,1,5,0,0,0,1,0,0,2,0,0,0,0
"yd9mfrbe7",10,1,0,2,0,2,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,2,2,0,0,0,0,5,2,2,2,0,0,0
"3gkxphwc4",6,1,0,7,2,2,2,1,0,0,2,2,0,0,3,0,1,1,0,1,0,2,1,0,0,3,0,1,1,0,0,0,0,0,0,0
"yfwv1laej",4,2,0,5,1,2,5,14,0,2,1,2,11,1,1,2,0,1,3,1,1,0,2,1,11,1,0,0,2,3,3,0,1,0,0,0
"cj5vnwo4l",8,1,1,8,2,0,2,0,1,0,1,1,0,0,3,0,2,0,2,1,0,0,1,1,1,1,3,0,2,5,5,1,3,1,0,0
"5e7k8sm24",1,1,1,4,1,0,4,4,3,0,1,0,4,0,5,14,1,0,16,0,0,1,3,1,2,0,0,5,0,2,0,5,9,0,0,0
"qu3a4jf1l",4,0,0,1,0,0,6,0,8,5,2,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,7,1,5,0,3,1,1,0,0,0
"r7lq32hui",14,2,1,6,3,4,1,1,5,1,0,3,2,0,5,0,4,1,6,1,2,1,0,0,1,1,1,2,2,1,3,1,4,0,0,0
"dlev61xku",10,0,1,6,0,0,0,2,4,0,0,1,3,1,3,25,1,1,9,1,2,3,5,1,2,1,0,4,1,4,2,11,1,1,0,0
"gqnd5pvim",7,1,1,2,0,1,0,0,2,3,1,0,0,0,1,0,0,2,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"heyn6wus3",1,3,0,0,1,2,0,0,3,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"trq65zjau",1,4,1,2,2,0,2,3,1,0,2,1,3,0,1,6,0,0,3,0,0,0,2,1,1,0,1,0,0,0,2,3,0,1,0,0
"x6ut9bqr4",3,0,0,0,0,2,5,0,2,2,1,1,0,1,0,2,2,0,1,0,0,0,0,0,0,1,5,0,6,0,2,0,0,0,0,0
"otxf6bsnh",4,2,1,0,0,6,2,3,1,2,1,0,1,0,1,10,0,0,1,1,1,0,2,1,0,3,0,0,0,1,2,0,0,0,0,0
"ycxi2dwev",1,0,0,1,0,0,0,0,0,3,1,0,0,6,0,12,4,3,2,1,0,0,1,0,1,1,0,0,0,1,0,10,0,2,0,0
"ipsvnglae",1,0,3,1,4,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,1,0,3,1,1,0,2,0,2,0,0,0,0,1
"dzy6lkep1",0,0,0,1,1,1,0,1,0,0,0,0,0,20,0,1,9,0,3,1,0,0,2,0,0,3,0,0,0,0,0,1,1,0,0,0
"jtagilbox",4,2,10,1,1,0,0,10,0,0,2,1,4,1,5,0,2,0,0,0,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0
"jqg79e16i",4,1,0,2,0,0,2,4,1,1,0,0,7,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"qbop7kgth",1,0,0,0,1,0,1,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,2,0,1,1,0,0,0,2
"mgahbtc8n",1,4,5,2,1,0,0,7,1,0,0,2,4,0,0,2,3,2,5,0,6,0,1,2,0,0,0,4,1,1,3,0,3,0,0,0
"pc7aq3leo",3,0,2,1,0,1,1,1,1,3,0,0,0,9,0,0,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0
"1k8mb9dx3",2,1,0,1,0,1,0,0,0,1,0,0,1,1,1,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0
"nrlm7vcao",1,3,0,2,3,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,2,5,0,0,0,9
"ke4tiju7b",1,0,0,1,2,1,0,0,1,0,0,3,0,8,0,0,6,4,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0
"fclskzvmj",12,0,0,8,1,0,2,0,1,1,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,16,1,0,3,1,0,0
"jrbh38dnq",6,0,2,1,1,1,1,2,0,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,1,0,1,0,0,2
"zdq1cijhe",6,6,1,4,0,0,2,1,5,1,1,1,1,0,4,12,1,0,5,0,1,1,3,1,0,0,5,3,5,0,1,8,3,0,0,0
"8zsg5c1ib",8,1,1,5,3,0,2,3,2,1,1,1,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,4,0,0,0,0,0
"c7adoqk8t",2,2,3,2,0,1,1,6,3,2,0,0,2,0,0,3,1,0,0,0,0,0,1,0,1,1,2,0,1,0,1,1,0,0,0,0
"xgtc75wu3",3,2,1,1,0,6,6,0,5,2,3,2,2,1,0,2,3,1,3,0,0,0,1,0,1,0,12,1,1,0,2,0,2,1,0,0
"5izusac2t",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"83c21zhei",2,4,1,0,1,0,0,0,2,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7hl1aebct",11,2,1,6,1,1,0,1,0,0,0,0,0,0,4,7,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"xo1pcf5le",1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"qkupfy71l",1,2,5,0,1,1,1,4,2,0,1,2,3,10,1,10,13,3,6,1,1,1,1,1,2,3,2,0,0,1,0,2,1,2,0,0
"emz1479lt",5,4,3,4,2,1,3,1,2,1,0,1,0,0,0,2,2,0,9,1,1,2,2,0,1,0,0,2,2,0,1,0,5,0,0,0
"h7a2exygq",2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,3,0,0,0,0,0,0,0
"a2e97twbv",0,2,1,6,0,0,0,0,6,2,1,0,1,1,1,9,2,1,9,0,2,0,4,1,0,1,1,4,0,0,1,6,4,2,0,0
"ckmlj57t8",7,1,1,1,1,0,7,4,0,0,0,2,7,1,0,0,0,1,1,0,1,0,0,0,3,0,0,1,0,5,0,0,2,0,0,0
"od2rc1a8h",6,2,0,5,1,1,0,1,3,0,0,1,2,0,6,0,1,3,0,1,0,1,1,2,1,0,1,0,0,0,0,1,0,2,0,0
"14vx7edqo",6,1,0,5,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3p5s82zh7",4,2,1,2,1,2,2,6,2,1,2,1,17,0,0,8,1,2,4,1,2,0,1,0,4,0,2,0,1,0,0,3,0,0,0,0
"puaqyzsol",1,1,0,0,3,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,1,0,6,1,2,0,0,0
"wxzt2flqa",8,1,1,2,1,0,2,0,6,2,0,0,0,0,1,4,0,4,0,0,0,1,3,2,0,0,1,2,1,6,1,0,3,0,0,0
"qkjic8zw7",8,0,1,5,0,0,3,0,3,2,0,0,0,0,4,0,1,0,0,2,0,1,1,0,0,1,3,1,1,0,1,0,0,1,0,0
"6wn8y3rjt",6,5,0,1,1,0,4,7,1,0,1,0,7,3,2,3,6,0,1,1,2,0,1,1,4,0,0,1,1,0,0,2,1,1,0,3
"cwzq971tp",3,1,2,6,2,1,1,3,1,0,0,1,1,3,2,2,1,0,10,1,0,0,1,0,1,0,1,5,1,0,0,2,6,0,0,0
"l9kre6wuy",7,1,1,4,1,1,2,11,1,0,0,0,6,0,3,1,1,0,1,0,0,0,2,0,5,0,0,0,1,0,2,0,1,0,0,0
"3ikmp5wno",1,1,0,1,2,0,1,0,5,3,0,0,0,1,0,2,1,0,0,0,1,0,0,3,0,0,7,0,1,0,1,0,0,0,0,0
"tpde8r29q",1,4,1,0,1,0,2,0,4,2,1,0,3,1,0,5,1,1,4,1,0,0,1,0,2,1,6,0,3,0,4,3,3,0,0,0
"drygo89bk",0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"fyvrm47ob",1,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
"zbp9k2sa1",9,1,0,6,1,1,1,1,0,0,0,1,0,1,3,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0
"a1qrx4z9o",1,1,0,0,0,1,3,2,1,0,0,2,2,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
"t5a41u3eb",3,1,0,0,1,3,0,0,2,0,0,0,0,2,0,4,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
"46n1i7yjp",9,1,2,1,1,0,6,6,1,1,0,2,5,3,0,0,0,0,1,0,1,0,4,3,7,0,0,0,2,6,0,2,0,1,0,0
"tpu9efoyr",1,0,2,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0
"12grikctu",3,2,1,2,2,1,5,1,3,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,5,2,1,1,1,0,1,0,0,0
"2qurocyg6",4,1,2,3,0,1,0,5,0,0,0,0,6,0,1,0,1,2,0,1,0,1,1,0,7,0,0,0,1,0,2,1,2,0,0,0
"wvjftzc41",11,0,1,8,1,3,1,3,1,2,0,1,0,5,7,0,6,1,1,0,0,0,0,1,5,2,0,2,2,0,2,0,0,1,0,9
"re6vc1li2",3,0,2,2,0,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"b36u8ceza",2,0,4,3,0,0,1,2,2,1,0,0,1,0,1,2,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"j98zruaci",3,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
"vabcyqetl",16,1,1,9,3,0,1,0,0,0,0,0,1,1,1,1,0,1,5,0,0,1,1,0,3,1,0,2,1,3,1,1,4,0,0,0
"djrlfswgb",2,3,0,4,2,2,1,1,1,1,4,1,2,0,2,15,1,1,3,1,0,0,5,1,0,1,4,1,1,0,0,10,2,0,0,0
"indebqacx",5,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,1,1,0,4,2,0,0,2,0,0
"bray6lgwp",5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0
"lbhwide7o",3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0
"rz2guamtd",3,2,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"q4z683n9m",3,2,3,1,3,1,1,7,1,1,1,1,2,17,3,1,11,1,1,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
"l25u83te7",2,0,0,0,1,0,4,8,1,1,1,1,5,0,0,11,1,0,1,1,1,0,2,1,7,0,0,0,1,1,1,8,0,0,0,0
"mxn37u82c",1,0,1,0,0,1,4,0,5,1,2,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,5,0,2,1,0,0,0,1,0,0
"yjnaceh25",2,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
"icype18on",2,0,1,0,0,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,2,0,1,0,0,0
"hf4ojy57b",2,0,1,0,1,3,7,2,7,5,0,0,0,1,1,0,3,0,0,0,0,2,0,4,0,1,5,0,5,1,3,1,0,0,0,0
"v62rog43a",4,2,2,0,1,1,6,0,3,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,6,0,2,0,0,0,0,0
"7wqatn14i",2,3,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"lc1zq2m3t",2,1,1,0,0,3,2,0,1,1,1,0,4,0,3,1,0,0,0,0,1,0,0,1,0,11,1,0,0,0,0,0,1,0,0,0
"rpflsxgca",14,3,4,9,0,0,2,2,1,2,1,1,1,11,8,2,17,2,1,0,3,0,1,1,2,2,3,1,4,0,2,1,2,0,1,1
"ivt6sycrp",3,1,1,2,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0
"thlmczu6v",11,0,2,12,1,1,0,3,1,1,0,0,0,0,5,1,1,0,10,0,2,0,0,3,0,5,2,2,0,0,1,0,2,2,0,0
"y1jores4n",1,0,2,2,1,3,4,0,1,2,2,2,0,5,0,0,8,2,2,0,0,0,1,0,1,0,0,1,0,0,1,2,0,2,0,1
"4hdxty2cw",3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4,1,0,2,0,0,0
"g1t6a9dr3",5,2,0,1,1,1,0,1,0,3,0,1,0,0,1,0,1,1,4,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0
"4oiuc9g8t",1,1,4,5,1,3,3,0,6,1,1,1,1,2,0,5,1,1,7,2,0,0,1,1,0,1,7,1,12,2,1,6,2,0,0,0
"lv5g2durs",6,0,1,3,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
"idbarzvx2",4,5,1,6,0,3,3,6,0,2,1,1,5,0,4,0,1,0,0,1,0,0,1,0,4,4,0,0,0,1,1,1,0,0,0,0
"48hcunawk",5,4,0,3,0,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ecuj43lxy",2,0,0,1,1,3,1,0,1,2,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7
"bexms8f67",2,0,2,5,2,0,0,1,1,0,0,3,0,3,1,4,0,0,14,3,0,0,1,0,0,0,1,5,2,0,1,6,5,0,0,0
"ot4ng6q3i",4,0,1,0,1,1,1,1,0,0,1,0,1,0,1,9,0,1,1,0,0,2,4,1,0,2,0,0,0,0,0,4,0,2,0,0
"ft6rn1my5",3,2,0,3,0,0,6,2,4,4,1,0,6,0,0,0,0,1,1,0,1,0,4,0,3,0,8,2,7,1,4,1,0,0,0,0
"lwj8aoc9u",1,2,6,2,0,0,1,9,1,0,0,0,2,0,2,0,0,0,0,2,1,2,1,0,0,0,1,0,0,1,0,0,1,2,0,0
"1hi85u7wf",13,1,2,2,1,1,2,1,1,0,0,0,1,4,6,0,4,3,3,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
"hm6kld7vj",2,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,1,0,0,0
"dk1pfzngt",9,0,0,3,0,0,2,2,8,3,0,0,1,1,8,0,1,1,0,2,0,0,1,1,2,0,2,0,3,0,4,2,0,0,0,0
"dicv4t93j",4,1,1,5,3,0,0,2,0,0,0,0,1,0,4,7,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,3,0,0,0,0
"admgu7op5",8,1,0,3,0,1,4,1,4,2,0,1,1,0,2,0,1,0,0,0,0,0,2,3,2,1,6,2,2,0,2,2,2,0,0,0
"zfwgkmvay",4,2,2,0,0,0,1,1,2,0,0,0,0,2,0,17,0,0,3,2,2,0,3,0,0,1,0,1,0,1,1,11,0,0,0,0
"ayn4lejqt",4,0,3,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"16kjio4fp",3,0,12,3,0,0,1,13,1,0,1,1,3,0,0,1,1,2,0,0,9,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"b4nskhlyc",2,3,2,2,1,1,3,2,2,0,0,2,0,2,1,0,1,2,0,3,0,1,0,1,1,2,6,2,3,0,2,0,1,0,0,0
"nrs6tyuq9",3,2,6,5,0,1,0,16,4,0,1,0,4,0,2,2,0,0,2,1,4,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0
"nhxsqg275",3,0,6,3,0,0,1,5,0,2,0,2,5,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0
"9bgxaivjd",7,2,0,0,0,3,3,0,3,5,1,2,1,1,1,9,2,1,2,0,0,2,2,1,0,0,6,2,4,0,4,3,1,0,0,0
"edm97tw8y",4,2,1,2,1,0,0,0,0,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3tnxqadvc",1,1,1,2,1,0,5,0,3,2,0,0,0,0,1,3,0,0,2,0,0,1,3,0,0,0,3,0,3,0,1,1,1,1,0,0
"7ish39yt8",1,3,0,0,2,0,0,0,0,1,1,1,0,1,0,8,0,0,3,0,1,0,2,2,0,0,0,0,0,1,0,9,0,1,0,0
"ytfrjbuzd",1,0,0,0,2,0,1,1,1,1,0,0,0,2,0,9,0,1,1,0,2,0,2,1,1,0,0,0,0,2,0,5,0,0,0,0
"wbesmk95y",11,3,2,5,0,1,2,2,1,0,1,3,0,3,1,1,1,0,0,0,1,2,2,0,0,1,0,1,0,0,0,2,2,0,0,0
"9ruv6z3bc",1,1,0,0,0,0,3,0,4,0,1,1,0,0,2,0,0,0,0,0,1,1,0,1,1,1,5,1,3,0,4,0,1,0,0,0
"sztc4h26e",8,0,1,8,3,2,2,1,1,1,0,0,0,1,5,0,3,1,0,1,0,1,1,0,0,2,0,0,1,0,1,1,1,0,0,0
"o97xatniv",6,3,1,2,0,0,3,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"c2y9v3igj",2,2,1,12,0,1,1,0,1,1,0,0,2,4,2,7,1,4,14,0,0,0,0,1,1,2,2,7,1,1,1,1,8,0,0,0
"6uat4xlrw",2,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
"s4y87qzdj",7,0,3,0,1,2,1,0,4,1,0,0,1,3,0,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"qza8rn42s",6,2,0,1,0,1,4,1,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0
"2c6jiy74d",3,0,1,2,1,0,0,0,3,0,1,1,1,0,1,11,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0
"o4dujehnl",13,1,1,9,2,0,1,0,0,1,0,1,0,2,1,0,5,0,4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"f6759zkq3",13,3,1,3,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"12yam59l3",8,3,0,3,1,0,5,1,5,1,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
"7bnpkge5t",9,1,0,3,1,0,0,1,2,1,0,2,0,1,3,1,0,0,1,1,1,0,1,0,0,0,4,1,3,0,3,1,2,0,0,0
"85nu3bsxi",4,0,1,1,0,0,1,5,1,2,1,2,3,1,0,0,0,1,1,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0
"eblhvmru3",3,1,2,2,0,5,2,1,1,2,1,2,3,1,0,0,2,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0
"ezp2fyt5h",5,1,0,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"kb6mcqotv",2,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"rb4ywpeg7",4,1,0,1,1,0,1,1,0,0,2,0,0,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"jyrlxw8zf",1,2,0,2,0,0,4,0,4,1,3,0,0,1,0,8,0,0,2,0,0,0,3,0,0,1,4,0,3,0,0,7,2,0,0,0
"lfwupncsj",5,0,1,0,0,2,2,3,1,0,0,1,2,0,3,1,1,1,1,1,0,0,1,0,3,0,0,0,2,0,0,0,2,0,0,0
"49pxuz3er",9,0,3,12,3,0,6,1,3,1,0,3,1,0,2,2,1,1,13,1,3,2,1,2,3,7,3,3,2,2,5,0,8,1,0,0
"urdit15wq",5,4,0,3,1,0,7,0,3,4,1,2,0,16,0,4,13,4,2,0,3,1,1,1,1,3,4,2,5,2,1,6,0,1,0,4
"n3e64rz9p",3,2,3,1,2,3,0,0,0,1,0,2,1,1,1,0,0,0,1,0,0,0,2,1,1,5,0,0,0,1,0,1,0,1,1,5
"ko3nsb7rg",2,0,1,3,0,0,6,6,5,1,2,1,5,0,1,0,0,0,0,0,1,0,3,0,3,2,3,2,5,1,2,2,0,0,0,0
"84jlapmo2",1,1,2,0,1,1,1,0,0,1,0,0,0,13,0,0,16,4,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0
"y3c9pmklz",6,0,4,0,2,3,1,3,1,1,0,0,1,2,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"g65b7q9du",3,3,2,3,3,0,1,0,2,1,0,0,1,2,1,0,2,0,9,0,1,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0
"29u6xvsqb",1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1ufc5nrvd",4,1,2,1,3,0,0,0,1,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ag7v2zcb6",2,2,1,3,3,1,1,0,1,3,0,1,0,1,0,1,2,1,13,0,0,0,3,0,1,0,0,3,0,1,2,1,3,2,0,0
"9ro3d6utz",3,3,2,2,3,0,0,0,3,2,0,0,1,2,0,9,0,1,2,0,1,0,3,0,1,2,0,0,0,0,1,4,1,0,0,0
"hkdbsoar5",2,0,1,3,1,1,0,0,0,1,0,4,0,11,4,1,5,2,7,0,0,1,0,0,0,1,1,2,0,1,0,1,7,1,0,0
"2y9rjae6l",3,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0
"2iq3drv4x",5,3,0,5,1,1,5,1,0,4,0,1,4,0,4,3,0,0,0,0,1,0,1,2,4,0,2,0,0,0,0,1,1,0,0,0
"3j8u1pw6e",6,1,1,1,2,1,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,6,1,0,0,0
"26iuwsyh4",1,0,0,2,0,2,1,5,0,1,0,0,6,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6
"1voad2uzh",11,2,2,13,1,1,5,2,5,2,0,4,0,1,6,6,0,1,7,3,1,1,1,3,2,0,5,7,3,3,2,1,1,1,0,0
"b85rtsvke",6,0,0,2,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,1,0,1,0,0,2,12,0,0,4,0,0,0
"dmuyk6o9b",2,2,2,0,1,0,0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"bdnrhpszm",5,2,1,4,1,0,1,2,4,2,1,2,0,1,1,0,1,1,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0
"5ikol6a9m",6,1,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"erknumt6i",6,3,1,4,1,1,0,1,1,1,0,1,0,3,0,1,4,3,1,0,2,0,1,0,0,0,2,0,0,1,0,0,1,0,1,6
"4sajmohyp",4,2,1,0,0,1,0,0,2,1,1,0,0,0,0,3,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"i1brplhsu",7,2,0,2,0,0,0,0,1,1,1,0,1,0,0,13,2,0,3,0,1,0,0,1,0,0,2,0,0,1,0,7,0,0,0,2
"dph6omgtq",2,2,2,2,1,0,0,1,2,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5
"ry8v7epms",3,1,4,1,1,7,2,2,7,1,1,1,1,0,1,0,2,0,2,0,0,2,0,0,0,2,3,0,1,0,0,0,1,3,0,0
"wpqx9v5rs",2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,3,0,1,2,0,0,1,2,1,0,0,0,0,0,2,0,2,0,0,0,0
"lha37erm4",10,3,0,3,1,0,0,3,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2klieydmz",0,1,2,0,0,0,2,0,6,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,9,2,3,1,1,0,0,1,0,0
"ldg2f9bsk",1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"yhv4x2k6c",2,3,3,1,0,4,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"98i41kmzd",2,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"7xhry6vn3",17,0,2,7,0,1,4,1,0,2,0,1,0,0,8,1,1,2,1,1,0,1,0,1,2,0,3,1,1,0,2,1,0,0,0,0
"ib623kxhe",3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"afq5i9smu",7,0,3,10,1,0,0,5,2,0,0,1,2,0,1,0,1,3,2,0,3,0,0,2,2,0,2,0,0,1,2,1,1,1,0,0
"bmgpcqild",3,1,0,0,1,0,3,0,1,0,0,0,0,0,0,4,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0
"uzgkos7h5",8,3,0,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"7h6k84elr",3,4,0,0,0,0,0,0,1,0,1,1,2,0,1,16,0,0,7,1,0,1,4,2,0,0,0,0,1,1,0,7,0,0,0,0
