"id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal"
15557,"Laura Brown","F",29,167,61,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Women's Team Pursuit","Bronze"
15559,"Leroy Taylor Brown","M",22,178,64,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's High Jump","Silver"
15571,"Philip Andrew ""Phil"" Brown","M",22,180,73,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
15580,"Ronald James ""Ron"" Brown","M",23,180,84,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
15599,"Victoria Brown","F",26,183,76,"Australia","AUS","2012 Summer",2012,"Summer","London","Water Polo","Water Polo Women's Water Polo","Bronze"
15605,"Elizabeth ""Lisa"" Brown-Miller","F",31,155,57,"United States","USA","1998 Winter",1998,"Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
15606,"Stephanie Karenmonica Brown-Trafton","F",28,193,100,"United States","USA","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's Discus Throw","Gold"
15612,"Ian Sterry Browne","M",25,185,59,"Australia","AUS","1956 Summer",1956,"Summer","Melbourne","Cycling","Cycling Men's Tandem Sprint, 2,000 metres","Gold"
15623,"Gregory Charles ""Greg"" Browning","M",23,179,71,"Australia","AUS","1976 Summer",1976,"Summer","Montreal","Hockey","Hockey Men's Hockey","Silver"
15666,"Thomas Edwin ""Tom"" Bruce","M",20,183,73,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 100 metres Breaststroke","Silver"
15666,"Thomas Edwin ""Tom"" Bruce","M",20,183,73,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
15667,"Wendy Suzanne Bruce (-Martin)","F",19,155,45,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Gymnastics","Gymnastics Women's Team All-Around","Bronze"
15668,"Peter Bruch","M",16,177,65,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Bronze"
15669,"Bjrn Richard ""Ricky"" Bruch","M",26,198,140,"Sweden","SWE","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Discus Throw","Bronze"
15670,"Hans-Dieter Brchert","M",23,166,57,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Wrestling","Wrestling Men's Bantamweight, Freestyle","Silver"
15676,"Roland Brckner","M",20,172,65,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Men's Team All-Around","Bronze"
15676,"Roland Brckner","M",24,172,65,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Gymnastics","Gymnastics Men's Team All-Around","Silver"
15676,"Roland Brckner","M",24,172,65,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Gymnastics","Gymnastics Men's Floor Exercise","Gold"
15676,"Roland Brckner","M",24,172,65,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Gymnastics","Gymnastics Men's Horse Vault","Bronze"
15676,"Roland Brckner","M",24,172,65,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Gymnastics","Gymnastics Men's Parallel Bars","Bronze"
15677,"Ralf Brudel","M",25,192,90,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Rowing","Rowing Men's Coxless Fours","Gold"
15677,"Ralf Brudel","M",29,192,90,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Men's Coxed Fours","Silver"
15704,"Ivano Brugnetti","M",27,176,61,"Italy","ITA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 20 kilometres Walk","Gold"
15730,"Valery Nikolayevich Brumel","M",18,185,79,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's High Jump","Silver"
15730,"Valery Nikolayevich Brumel","M",22,185,79,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's High Jump","Gold"
15738,"Jan Brumovsk","M",27,169,60,"Czechoslovakia","TCH","1964 Summer",1964,"Summer","Tokyo","Football","Football Men's Football","Silver"
15743,"Kristoffer Brun","M",28,175,70,"Norway","NOR","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing Men's Lightweight Double Sculls","Bronze"
15750,"Frantiek Brna","M",27,192,86,"Czechoslovakia","TCH","1972 Summer",1972,"Summer","Munich","Handball","Handball Men's Handball","Silver"
15751,"Roberto Brunamonti","M",21,191,80,"Italy","ITA","1980 Summer",1980,"Summer","Moskva","Basketball","Basketball Men's Basketball","Silver"
15763,"Michael Lee ""Mike"" Bruner","M",19,179,73,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
15763,"Michael Lee ""Mike"" Bruner","M",19,179,73,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Butterfly","Gold"
15765,"Caroline Brunet","F",27,175,70,"Canada","CAN","1996 Summer",1996,"Summer","Atlanta","Canoeing","Canoeing Women's Kayak Singles, 500 metres","Silver"
15765,"Caroline Brunet","F",31,175,70,"Canada","CAN","2000 Summer",2000,"Summer","Sydney","Canoeing","Canoeing Women's Kayak Singles, 500 metres","Silver"
15765,"Caroline Brunet","F",35,175,70,"Canada","CAN","2004 Summer",2004,"Summer","Athina","Canoeing","Canoeing Women's Kayak Singles, 500 metres","Bronze"
15770,"Manuel Brunet","M",30,179,79,"Argentina","ARG","2016 Summer",2016,"Summer","Rio de Janeiro","Hockey","Hockey Men's Hockey","Gold"
15775,"Roberta Brunet","F",31,170,58,"Italy","ITA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 5,000 metres","Bronze"
15780,"Luis ngel Brunetto","M",22,186,74,"Argentina","ARG","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Triple Jump","Silver"
15788,"Rachele Bruni","F",25,170,59,"Italy","ITA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 10 kilometres Open Water","Silver"
15791,"Bruno ""Bruninho"" Mossa de Rezende","M",22,190,76,"Brazil","BRA","2008 Summer",2008,"Summer","Beijing","Volleyball","Volleyball Men's Volleyball","Silver"
15791,"Bruno ""Bruninho"" Mossa de Rezende","M",26,190,76,"Brazil","BRA","2012 Summer",2012,"Summer","London","Volleyball","Volleyball Men's Volleyball","Silver"
15791,"Bruno ""Bruninho"" Mossa de Rezende","M",30,190,76,"Brazil","BRA","2016 Summer",2016,"Summer","Rio de Janeiro","Volleyball","Volleyball Men's Volleyball","Gold"
15816,"Ursula ""Ursel"" Brunner (-Wirth)","F",19,165,55,"Germany","GER","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Bronze"
15816,"Ursula ""Ursel"" Brunner (-Wirth)","F",19,165,55,"Germany","GER","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze"
15826,"Luciano Bruno","M",21,175,67,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Boxing","Boxing Men's Welterweight","Bronze"
15891,"Kobe Bean Bryant","M",29,198,100,"United States","USA","2008 Summer",2008,"Summer","Beijing","Basketball","Basketball Men's Basketball","Gold"
15891,"Kobe Bean Bryant","M",33,198,100,"United States","USA","2012 Summer",2012,"Summer","London","Basketball","Basketball Men's Basketball","Gold"
15896,"Rosalyn Evette Bryant (-Clark)","F",20,165,57,"United States","USA","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
15907,"Arto Kalervo Bryggare","M",26,194,88,"Finland","FIN","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 110 metres Hurdles","Bronze"
15926,"Mira Vasilyevna Bryunina","F",24,178,74,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Rowing","Rowing Women's Coxed Quadruple Sculls","Silver"
15930,"Viktor Arkadiyovych Bryzhin","M",26,181,79,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
15931,"Olha Arkadivna Bryzhina (Vladykina-)","F",25,171,63,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 400 metres","Gold"
15931,"Olha Arkadivna Bryzhina (Vladykina-)","F",25,171,63,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
15931,"Olha Arkadivna Bryzhina (Vladykina-)","F",29,171,63,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 400 metres","Silver"
15931,"Olha Arkadivna Bryzhina (Vladykina-)","F",29,171,63,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
15932,"Yelyzaveta Viktorivna Bryzhina","F",22,173,63,"Ukraine","UKR","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
15936,"Jerzy Jzef Brzczek","M",21,174,72,"Poland","POL","1992 Summer",1992,"Summer","Barcelona","Football","Football Men's Football","Silver"
15947,"Ashley Brzozowicz","F",29,176,75,"Canada","CAN","2012 Summer",2012,"Summer","London","Rowing","Rowing Women's Coxed Eights","Silver"
15951,"Janusz Pawe Brzozowski","M",25,173,79,"Poland","POL","1976 Summer",1976,"Summer","Montreal","Handball","Handball Men's Handball","Bronze"
15954,"Karen Brdsgaard","F",22,178,71,"Denmark","DEN","2000 Summer",2000,"Summer","Sydney","Handball","Handball Women's Handball","Gold"
15954,"Karen Brdsgaard","F",26,178,71,"Denmark","DEN","2004 Summer",2004,"Summer","Athina","Handball","Handball Women's Handball","Gold"
15967,"Joshua Buatsi","M",23,185,81,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Boxing","Boxing Men's Light-Heavyweight","Bronze"
15975,"Serhiy Nazarovych ""Sergey"" Bubka","M",24,183,80,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's Pole Vault","Gold"
15977,"Ji Bubla","M",26,175,89,"Czechoslovakia","TCH","1976 Winter",1976,"Winter","Innsbruck","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
15982,"Vlastimil Bubnk","M",32,178,72,"Czechoslovakia","TCH","1964 Winter",1964,"Winter","Innsbruck","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
16004,"William Carl Buchan","M",27,195,89,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Sailing","Sailing Mixed Two Person Heavyweight Dinghy","Gold"
16005,"William Earl Buchan, Sr.","M",49,190,95,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Sailing","Sailing Mixed Two Person Keelboat","Gold"
16009,"Glenn Robert Buchanan","M",21,180,77,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Butterfly","Bronze"
16009,"Glenn Robert Buchanan","M",21,180,77,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Bronze"
16013,"Kadeisha Buchanan","F",20,170,65,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football Women's Football","Bronze"
16016,"Sharon Lee Buchanan-Patmore","F",25,168,58,"Australia","AUS","1988 Summer",1988,"Summer","Seoul","Hockey","Hockey Women's Hockey","Gold"
16046,"Michael Buchheim","M",22,176,74,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Shooting","Shooting Mixed Skeet","Bronze"
16055,"Matthijs Bchli","M",23,188,90,"Netherlands","NED","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Men's Keirin","Silver"
16059,"Joachim ""Jochen"" Bchner","M",23,176,74,"Germany","GER","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 400 metres","Bronze"
16062,"Ralf Bchner","M",21,163,56,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Gymnastics","Gymnastics Men's Team All-Around","Silver"
16076,"Craig Werner Buck","M",25,203,93,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Volleyball","Volleyball Men's Volleyball","Gold"
16076,"Craig Werner Buck","M",30,203,93,"United States","USA","1988 Summer",1988,"Summer","Seoul","Volleyball","Volleyball Men's Volleyball","Gold"
16088,"Gregory Fenton ""Greg"" Buckingham","M",23,191,84,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Individual Medley","Silver"
16109,"William Quinn Buckner","M",21,190,92,"United States","USA","1976 Summer",1976,"Summer","Montreal","Basketball","Basketball Men's Basketball","Gold"
16118,"Florica Bucur (-Szilagh)","F",21,175,76,"Romania","ROU","1980 Summer",1980,"Summer","Moskva","Rowing","Rowing Women's Coxed Eights","Bronze"
16133,"Tams Buday","M",24,190,85,"Hungary","HUN","1976 Summer",1976,"Summer","Montreal","Canoeing","Canoeing Men's Canadian Doubles, 500 metres","Bronze"
16133,"Tams Buday","M",24,190,85,"Hungary","HUN","1976 Summer",1976,"Summer","Montreal","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres","Bronze"
16138,"Harold Boyce Budd, Jr.","M",25,191,93,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Rowing","Rowing Men's Coxed Eights","Gold"
16149,"Richard Gordon McBride Budgett","M",25,200,100,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Rowing","Rowing Men's Coxed Fours","Gold"
16155,"Hugo Budinger","M",29,180,76,"Germany","GER","1956 Summer",1956,"Summer","Melbourne","Hockey","Hockey Men's Hockey","Bronze"
16158,"Aleksandr Fyodorovich Budnikov","M",24,173,78,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Sailing","Sailing Mixed Three Person Keelboat","Silver"
16159,"Boris Fyodorovich Budnikov","M",38,172,74,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Sailing","Sailing Mixed Three Person Keelboat","Silver"
16169,"Henryk Budziski","M",27,168,68,"Poland","POL","1932 Summer",1932,"Summer","Los Angeles","Rowing","Rowing Men's Coxless Pairs","Bronze"
16173,"Rachel Marie Buehler (-Van Hollebeke)","F",22,165,65,"United States","USA","2008 Summer",2008,"Summer","Beijing","Football","Football Women's Football","Gold"
16173,"Rachel Marie Buehler (-Van Hollebeke)","F",26,165,65,"United States","USA","2012 Summer",2012,"Summer","London","Football","Football Women's Football","Gold"
16188,"Valeria Bufanu-tefnescu","F",25,170,60,"Romania","ROU","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 100 metres Hurdles","Silver"
16195,"Pierre Andr Buffire","M",25,185,85,"France","FRA","1948 Summer",1948,"Summer","London","Basketball","Basketball Men's Basketball","Silver"
16199,"Tonja Yvette Buford-Bailey","F",25,176,62,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 400 metres Hurdles","Bronze"
16204,"Ivans Bugajenkovs","M",26,182,82,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Volleyball","Volleyball Men's Volleyball","Gold"
16204,"Ivans Bugajenkovs","M",30,182,82,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Volleyball","Volleyball Men's Volleyball","Gold"
16209,"Imrich Bugr","M",25,196,120,"Czechoslovakia","TCH","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's Discus Throw","Silver"
16216,"Regina E. ""Gina"" Buggy","F",24,157,51,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Hockey","Hockey Women's Hockey","Bronze"
16240,"Anton ""Toni"" Bhler","M",38,177,75,"Switzerland","SUI","1960 Summer",1960,"Summer","Roma","Equestrianism","Equestrianism Men's Three-Day Event, Individual","Bronze"
16240,"Anton ""Toni"" Bhler","M",38,177,75,"Switzerland","SUI","1960 Summer",1960,"Summer","Roma","Equestrianism","Equestrianism Men's Three-Day Event, Team","Silver"
16275,"gota Bujdos","F",33,174,73,"Hungary","HUN","1976 Summer",1976,"Summer","Montreal","Handball","Handball Women's Handball","Bronze"
16277,"Imre Bujdos","M",29,171,73,"Hungary","HUN","1988 Summer",1988,"Summer","Seoul","Fencing","Fencing Men's Sabre, Team","Gold"
16277,"Imre Bujdos","M",33,171,73,"Hungary","HUN","1992 Summer",1992,"Summer","Barcelona","Fencing","Fencing Men's Sabre, Team","Silver"
16291,"Heinz Bker","M",23,179,84,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres","Bronze"
16294,"Nikolay Petkov Bukhalov","M",21,187,93,"Bulgaria","BUL","1988 Summer",1988,"Summer","Seoul","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres","Bronze"
16294,"Nikolay Petkov Bukhalov","M",25,187,93,"Bulgaria","BUL","1992 Summer",1992,"Summer","Barcelona","Canoeing","Canoeing Men's Canadian Singles, 500 metres","Gold"
16294,"Nikolay Petkov Bukhalov","M",25,187,93,"Bulgaria","BUL","1992 Summer",1992,"Summer","Barcelona","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres","Gold"
16298,"Galina Petrovna Bukharina","F",23,156,51,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
16299,"Luka Buki","M",22,195,90,"Croatia","CRO","2016 Summer",2016,"Summer","Rio de Janeiro","Water Polo","Water Polo Men's Water Polo","Silver"
16300,"Perica Buki","M",18,198,85,"Yugoslavia","YUG","1984 Summer",1984,"Summer","Los Angeles","Water Polo","Water Polo Men's Water Polo","Gold"
16300,"Perica Buki","M",22,198,85,"Yugoslavia","YUG","1988 Summer",1988,"Summer","Seoul","Water Polo","Water Polo Men's Water Polo","Gold"
16300,"Perica Buki","M",30,198,85,"Croatia","CRO","1996 Summer",1996,"Summer","Atlanta","Water Polo","Water Polo Men's Water Polo","Silver"
16302,"Yekaterina Borisovna Bukina","F",29,174,75,"Russia","RUS","2016 Summer",2016,"Summer","Rio de Janeiro","Wrestling","Wrestling Women's Heavyweight, Freestyle","Bronze"
16305,"Brigita Bukovec","F",26,168,55,"Slovenia","SLO","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 100 metres Hurdles","Silver"
16325,"Valeriu Bularc","M",33,174,73,"Romania","ROU","1964 Summer",1964,"Summer","Tokyo","Wrestling","Wrestling Men's Lightweight, Greco-Roman","Silver"
16330,"Anela Bulatovi","F",25,175,67,"Montenegro","MNE","2012 Summer",2012,"Summer","London","Handball","Handball Women's Handball","Silver"
16332,"Katarina Bulatovi","F",27,186,71,"Montenegro","MNE","2012 Summer",2012,"Summer","London","Handball","Handball Women's Handball","Silver"
16337,"Lyudmila Stepanovna Buldakova (Meshcheryakova-)","F",26,171,66,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Volleyball","Volleyball Women's Volleyball","Silver"
16337,"Lyudmila Stepanovna Buldakova (Meshcheryakova-)","F",30,171,66,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Volleyball","Volleyball Women's Volleyball","Gold"
16337,"Lyudmila Stepanovna Buldakova (Meshcheryakova-)","F",34,171,66,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Volleyball","Volleyball Women's Volleyball","Gold"
16343,"Adelmo Bulgarelli","M",24,184,101,"Italy","ITA","1956 Summer",1956,"Summer","Melbourne","Wrestling","Wrestling Men's Heavyweight, Greco-Roman","Bronze"
